old_path,new_path,original_bytes,webp_bytes,saved_bytes,status,error
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-24.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-24.webp,1890845,226342,1664503,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-25.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-25.webp,1837344,213678,1623666,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-26.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-26.webp,1721300,187266,1534034,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-27.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-27.webp,1736629,192800,1543829,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-28.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-28.webp,1751902,197522,1554380,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-29.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-29.webp,1757206,198536,1558670,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-30.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-30.webp,1995805,176574,1819231,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-31.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-31.webp,1866294,124712,1741582,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-32.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-32.webp,1873542,125700,1747842,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-33.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-33.webp,1991080,152148,1838932,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-34.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-34.webp,1950128,149014,1801114,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-35.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-35.webp,2089840,201334,1888506,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-36.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-36.webp,1942638,138950,1803688,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/session-39-the-fall-of-talon-peak-37.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/session-39-the-fall-of-talon-peak-37.webp,2967545,251454,2716091,converted,
assets/world-anvil/screenshots/Session 40 - Back into the Slough/session-40-back-into-the-slough-24.png,assets/world-anvil/screenshots/Session 40 - Back into the Slough/session-40-back-into-the-slough-24.webp,3179478,316292,2863186,converted,
assets/world-anvil/screenshots/Session 41 - The Seige of Tatzlford/Session 41-01.jpg,assets/world-anvil/screenshots/Session 41 - The Seige of Tatzlford/Session 41-01.webp,1522116,306980,1215136,converted,
assets/world-anvil/screenshots/Session 41 - The Seige of Tatzlford/Session 41-02.jpg,assets/world-anvil/screenshots/Session 41 - The Seige of Tatzlford/Session 41-02.webp,1673414,359278,1314136,converted,
assets/world-anvil/screenshots/Session 41 - The Seige of Tatzlford/Session 41-03.jpg,assets/world-anvil/screenshots/Session 41 - The Seige of Tatzlford/Session 41-03.webp,1157803,429202,728601,converted,
assets/world-anvil/screenshots/Session 41 - The Seige of Tatzlford/Session 41-04.jpg,assets/world-anvil/screenshots/Session 41 - The Seige of Tatzlford/Session 41-04.webp,4710441,455918,4254523,converted,
assets/world-anvil/screenshots/Session 41 - The Seige of Tatzlford/Session 41-05.jpg,assets/world-anvil/screenshots/Session 41 - The Seige of Tatzlford/Session 41-05.webp,1737987,400844,1337143,converted,
assets/world-anvil/screenshots/Session 41 - The Seige of Tatzlford/Session 41-06.jpg,assets/world-anvil/screenshots/Session 41 - The Seige of Tatzlford/Session 41-06.webp,1003385,341542,661843,converted,
assets/world-anvil/screenshots/Session 41 - The Seige of Tatzlford/Session 41-07.jpg,assets/world-anvil/screenshots/Session 41 - The Seige of Tatzlford/Session 41-07.webp,1199763,415522,784241,converted,
assets/world-anvil/screenshots/Session 41 - The Seige of Tatzlford/Session 41-08.jpg,assets/world-anvil/screenshots/Session 41 - The Seige of Tatzlford/Session 41-08.webp,999260,331466,667794,converted,
assets/world-anvil/screenshots/Session 41 - The Seige of Tatzlford/Session 41-09.jpg,assets/world-anvil/screenshots/Session 41 - The Seige of Tatzlford/Session 41-09.webp,1176007,403010,772997,converted,
assets/world-anvil/screenshots/Session 41 - The Seige of Tatzlford/Session 41-10.jpg,assets/world-anvil/screenshots/Session 41 - The Seige of Tatzlford/Session 41-10.webp,1468908,290438,1178470,converted,
assets/world-anvil/screenshots/Session 41 - The Seige of Tatzlford/session-41-the-seige-of-tatzlford-11.png,assets/world-anvil/screenshots/Session 41 - The Seige of Tatzlford/session-41-the-seige-of-tatzlford-11.webp,3202127,255290,2946837,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-01.png,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-01.webp,2344702,224792,2119910,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-02.png,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-02.webp,2077499,137110,1940389,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-03.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-03.webp,974754,334664,640090,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-04.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-04.webp,942711,309436,633275,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-05.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-05.webp,1478023,295634,1182389,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-06.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-06.webp,1508249,301298,1206951,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-07.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-07.webp,1048931,370218,678713,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-08.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-08.webp,819254,241296,577958,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-09.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-09.webp,959986,326108,633878,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-10.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-10.webp,928895,296264,632631,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-11.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-11.webp,1058858,373706,685152,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-12.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-12.webp,858863,264588,594275,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-13.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-13.webp,961794,295876,665918,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-14.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-14.webp,1612085,340616,1271469,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-15.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-15.webp,1135258,405408,729850,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-16.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-16.webp,945490,309370,636120,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-17.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-17.webp,897365,279586,617779,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-18.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-18.webp,1148646,397400,751246,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-19.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-19.webp,1198113,456850,741263,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-20.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-20.webp,1112921,397204,715717,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-21.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-21.webp,1142543,394632,747911,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-22.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-22.webp,1104913,377514,727399,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-23.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-23.webp,1003548,318884,684664,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-24.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-24.webp,4129920,378602,3751318,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-25.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-25.webp,1119679,373334,746345,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-26.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-26.webp,1081754,365446,716308,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-27.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-27.webp,1046693,325620,721073,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-28.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-28.webp,992284,324064,668220,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-29.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-29.webp,1022463,340768,681695,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-30.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-30.webp,1006206,315588,690618,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-31.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-31.webp,937246,304036,633210,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-32.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-32.webp,1055920,336688,719232,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-33.jpg,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/Session 42-33.webp,954541,296998,657543,converted,
assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/session-42-the-fire-beneath-drelev-34.png,assets/world-anvil/screenshots/Session 42 - The Fire Beneath Drelev/session-42-the-fire-beneath-drelev-34.webp,3044720,285482,2759238,converted,
assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-01.png,assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-01.webp,2137686,156986,1980700,converted,
assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-02.png,assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-02.webp,2280117,213298,2066819,converted,
assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-03.png,assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-03.webp,2030650,185244,1845406,converted,
assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-04.png,assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-04.webp,2243769,202690,2041079,converted,
assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-05.png,assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-05.webp,8628696,369098,8259598,converted,
assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-06.png,assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-06.webp,8693646,358546,8335100,converted,
assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-07.png,assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-07.webp,8417997,364572,8053425,converted,
assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-08.png,assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-08.webp,8451325,327410,8123915,converted,
assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-09.png,assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-09.webp,8648778,340974,8307804,converted,
assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-10.png,assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-10.webp,8596113,354244,8241869,converted,
assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-11.png,assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-11.webp,9030138,416698,8613440,converted,
assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-12.png,assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-12.webp,8750094,380156,8369938,converted,
assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-13.png,assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-13.webp,9025663,365444,8660219,converted,
assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-14.png,assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-14.webp,8871752,315438,8556314,converted,
assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-15.png,assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-15.webp,8930468,305768,8624700,converted,
assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-16.png,assets/world-anvil/screenshots/Session 43 - The Fall of Fort Drelev/Session 43-16.webp,6992236,226270,6765966,converted,
